D_Contestadas,% Completado,Edad,Genero,Estado,Estudios,¿En nombre de quién está contestando?,Edad Paciente,Genero Paciente,A Nombre de,Responsable,Socioeconomico,Atencion,D_collector_id,respondent_id
45,0.97826087,65 años en adelante,Femenino,Tabasco,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958102262
51,1,65 años en adelante,Femenino,Michoacán de Ocampo,No estudió,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958097314
42,0.913043478,55 a 64 años,Femenino,Guanajuato,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958085371
45,0.97826087,65 años en adelante,Femenino,Guanajuato,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958083451
40,0.869565217,65 años en adelante,Masculino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958079295
47,1,35 a 44 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958072168
41,0.891304348,55 a 64 años,Femenino,Chihuahua,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118958070120
41,0.891304348,65 años en adelante,Femenino,Baja California,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958054772
47,1,45 a 54 años,Femenino,Jalisco,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118958058852
44,0.956521739,65 años en adelante,Femenino,Yucatán,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118958049780
44,0.956521739,55 a 64 años,Femenino,Coahuila de Zaragoza,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118958041325
43,0.934782609,65 años en adelante,Femenino,Baja California,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957993155
46,1,65 años en adelante,Femenino,Yucatán,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957955933
47,1,55 a 64 años,Femenino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957965527
44,0.956521739,55 a 64 años,Femenino,Nuevo León,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957949522
50,1,55 a 64 años,Femenino,Quintana Roo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957932638
34,0.739130435,55 a 64 años,Masculino,Coahuila de Zaragoza,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,Ambos tipos de instituciones (públicas y privadas),461757777,118957909059
46,1,55 a 64 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957915673
33,0.717391304,55 a 64 años,Femenino,San Luis Potosí,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,Ambos tipos de instituciones (públicas y privadas),461757777,118957898498
47,1,65 años en adelante,Femenino,Guanajuato,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957894144
42,0.913043478,55 a 64 años,Masculino,Baja California,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957880725
41,0.891304348,55 a 64 años,Masculino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957882343
45,0.97826087,65 años en adelante,Femenino,Chiapas,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957873582
45,0.97826087,65 años en adelante,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957872165
41,0.891304348,55 a 64 años,Femenino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957874550
45,0.97826087,65 años en adelante,Femenino,Chiapas,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957859797
47,1,65 años en adelante,Masculino,Michoacán de Ocampo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957852307
42,0.913043478,65 años en adelante,Masculino,Coahuila de Zaragoza,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957846722
44,0.956521739,55 a 64 años,Femenino,Chihuahua,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957837656
40,0.869565217,45 a 54 años,Femenino,Ciudad de México,Secundaria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957816964
45,0.97826087,18 a 24 años,Masculino,Zacatecas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118957784357
48,1,65 años en adelante,Femenino,Tamaulipas,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957780941
41,0.891304348,65 años en adelante,Masculino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957739853
49,1,55 a 64 años,Femenino,Hidalgo,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118957739140
41,0.891304348,55 a 64 años,Femenino,Guanajuato,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957740175
44,0.956521739,45 a 54 años,Masculino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118957730874
45,0.97826087,65 años en adelante,Femenino,Guanajuato,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957730370
41,0.891304348,65 años en adelante,Femenino,Puebla,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957724511
45,0.97826087,45 a 54 años,Femenino,Tamaulipas,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957711279
46,1,55 a 64 años,Femenino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118957709164
46,1,45 a 54 años,Masculino,Yucatán,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957709113
41,0.891304348,65 años en adelante,Masculino,Yucatán,Primaria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957704891
45,0.97826087,65 años en adelante,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118957679528
46,1,65 años en adelante,Femenino,Morelos,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957698746
42,0.913043478,45 a 54 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957698816
41,0.891304348,55 a 64 años,Masculino,Sonora,Doctorado,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957689093
45,0.97826087,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957682050
48,1,45 a 54 años,Femenino,Querétaro,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957664715
46,1,65 años en adelante,Femenino,Morelos,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957652937
41,0.891304348,65 años en adelante,Masculino,Tamaulipas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957650838
47,1,65 años en adelante,Femenino,Quintana Roo,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,D+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957637411
45,0.97826087,45 a 54 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957620574
40,0.869565217,65 años en adelante,Femenino,Guanajuato,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957604775
42,0.913043478,55 a 64 años,Masculino,Jalisco,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957569706
35,0.760869565,55 a 64 años,Masculino,Guerrero,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957548961
39,0.847826087,65 años en adelante,Femenino,Tamaulipas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957551532
44,0.956521739,65 años en adelante,Masculino,Yucatán,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957546809
46,1,45 a 54 años,Femenino,Chihuahua,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957442888
48,1,45 a 54 años,Femenino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957492414
46,1,55 a 64 años,Femenino,Quintana Roo,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957499321
43,0.934782609,45 a 54 años,Femenino,Puebla,Secundaria completa,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",13 a 17 años,Femenino,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",FALSE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957493614
42,0.913043478,65 años en adelante,Masculino,Hidalgo,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957492910
47,1,18 a 24 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118957480866
46,1,55 a 64 años,Femenino,Colima,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118957475186
45,0.97826087,65 años en adelante,Femenino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957437146
41,0.891304348,25 a 34 años,Femenino,Sinaloa,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957435404
47,1,55 a 64 años,Femenino,Veracruz,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957381575
34,0.739130435,55 a 64 años,Femenino,Chihuahua,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957402720
39,0.847826087,55 a 64 años,Femenino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957382228
36,0.782608696,55 a 64 años,Femenino,Sinaloa,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957370763
48,1,65 años en adelante,Femenino,Querétaro,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118957366408
42,0.913043478,45 a 54 años,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957368048
43,0.934782609,65 años en adelante,Femenino,Sonora,Carrera comercial,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118957363890
48,1,55 a 64 años,Femenino,Guanajuato,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118957360726
45,0.97826087,45 a 54 años,Femenino,Morelos,Primaria completa,En mi nombre,,,En mi nombre,TRUE,D,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118957358673
